Review,Sentiment Scores,Compound Score,Sentiment Label
"Lululemon has the worst quality control over sale items, and they won't approve your review about negative experience.My experience is the final sale items highly likely to be defect, so don't buy.Lululemon just assuming all negative reviews are bad customer that want to return the used item. I would like to hear others experience before making a purchase of sale items. If I know sale=final sale= defect or used. I will think about it.The final sale items are likely having tag pinned on the cloth, which means you never qualify for a return if something wrong with the item because they need to confirm the tag is still on, which never on when it arrived. And they make you feel like you are a bad customer just want to get returns after using the items.My experience is I got a jacket with a hair sewed in the cuff by manufacturers that I can not take it out myself. Plus it's kinda disgusting to do so. Another it's a used jacket that smell like Tide. The second one I just put in washer. The first one it's in trash now...Don’t know how to attach their emails for not approving my reviews and assuming I want a return and tell me need tag on to qualify. And also want to attach the hair in cuff of the jacket.Tip for consumers:Lululemon doesn’t stand behind their quality, so final sale means used clothes or defect without return. Don’t trust their customer service about offering a return, they will never accept their fault and only issue a one time exception. Unless you feel comfortable about accepting their kind exception and admit they have not fault and you are just a bad customer wants a return.","{'neg': 0.128, 'neu': 0.782, 'pos': 0.09, 'compound': -0.9515}",-0.9515,Negative
"It’s been more than a month for my return, after following more than ten times I still don’t have an answer on my refund. Really bad customer service and very disappointed with how lululemon operates, not sure if I will ever get my money back","{'neg': 0.19, 'neu': 0.81, 'pos': 0.0, 'compound': -0.8461}",-0.8461,Negative
"the leggings were itchy!!! now, I am trying to send them back. Return policy awful.... customer service horror... finally  found a way to return them from CH to the Netherlands. lululemon sent me an incomprehensible instruction via email on how to return them with customs papers (no customs papers were enclosed in the email!) NIGHTMARE","{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.5053}",-0.5053,Negative
"THE PHOTOGRAPH ON THE SITE ARE BEAUTIFUL AND STYLE IS GREAT BUT THEY SENT YOU CHEAP AND THIN DRESS !!!!!!!!!!!! I was highly disappointed with their clothing !!!!! A dress that was advertised, when I received it, the item looked NOTHING like what they advertised. It looked as if they found the cheapest knockoff camo print available and passed it off The clothes are an entirely different material than marketed. Very thin and cheap. I ordered a jogger set and you can feel the sequins on the inside of the bottoms, horrible quality. They also sent a 2x bottom and Xl top. I cannot wear the 2x and I'm a size 16/18. Three outfits at 120.00 and I cannot wear them and the quality is horrible! I can only imagine how long this will take to sort out considering I just received this order over a month after ordering. I emailed them several times for a refund and still no luck!! I went online and I found their CUSTOMER TEAM HELP WHICH IS ₑᵢᘜₕₜ ᖴₒᵤᵣ ᖴᵢᵥₑ ƒᵢᵥₑ ₜաₒ ₒₙₑ ₛₑᵥₑₙ ₜwₒ fₒᵤᵣ fᵢᵥₑ I reach out to the company on March 15, because I have got the WRONG shipment their customer service was awesome in getting my return information and amount back from this company .but their clothing is HORRIBLE!!! I will never spend another brown penny with them EVER! DONT ORDER FROM THEM !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","{'neg': 0.124, 'neu': 0.785, 'pos': 0.091, 'compound': -0.9089}",-0.9089,Negative
poor customer service. I returned the unwanted items about two months ago and am still waiting to get my full refund. Poor refund process will damage your customer relationship.,"{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.8834}",-0.8834,Negative
"Shocking customer service - purchased online, waited 10 days and still no product. Attempted to live chat where I was told they needed to start a trace and this would take 4 days. I asked to cancel and receive a refund and was told there is nothing they could do? They took the funds on day one. I am now left with an outgoing on my bank account and no coat. This was my first time.... running back to Sweaty Betty as fast as I can!","{'neg': 0.111, 'neu': 0.863, 'pos': 0.026, 'compound': -0.7345}",-0.7345,Negative
"Horrible quality leggings and customer service! Bought multiple pairs of $120 leggings and some are falling apart. They are thinning and threads are coming out even after taking excellent care of them! I sent all information including pictures to customer services and they say it's not under their ""manufacturing defects"" and therefor not eligible for returns. I will NEVER again buy from Lululemon and waste my money on poor quality clothing.","{'neg': 0.172, 'neu': 0.745, 'pos': 0.083, 'compound': -0.7494}",-0.7494,Negative
Absolutely horrible customer service. Worst of any place I’ve ever shopped. Order didn’t arrive even though their site says it has but also says there was a weather delay. Called 3 weeks after this date the package was apparently delayed. Told I had to wait the “lengthy” investigation process. Or to call FedEx myself. Asked for a Supervisor or Manager told “they didn’t have any on the floor”. Asked for an email address told they would take my feedback and that’s it. So I’ve been charged $200 with no product and no resolution.,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.9472}",-0.9472,Negative
"Missing order, takes 4 days to do a trace, poor customer service. Paid in full, did not receive anything. I hope the bank will follow through the chargeback.","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.7721}",-0.7721,Negative
"EXCEPTIONALLY difficult to return an item, particularly if it is faulty. They make the process purposely very lengthy and there are no apologies from the ""customer service"" team. Not what you expect when paying nearly £90 for a pair of leggings. AVOID.","{'neg': 0.229, 'neu': 0.771, 'pos': 0.0, 'compound': -0.8738}",-0.8738,Negative
"I had a terrible experience with their online customer service team (via the chat). I contacted them as I was frustrated with inconsistent sizing for clothing, for example, the same top in different colours doesn't fit the same. This has caused me to have to return a lot of things, which during a pandemic is not ideal as many UPS drop off locations are closed, or not safe due to being located in small convenience stores with poor ventilation and little social distancing. When I explained this to the agent, their response was complete disinterest - and arrogantly stated ""well I won't be offering any compensation"". I hadn't even asked for any, and that was their attitude from the onset.Not a single apology, no recognition of the poor experience and certainly no acknowledgement of Lululemon' sizing issues, which clearly is widespread based on online reviews. Have now returned most of the items in question and will not be purchasing from them again. Do not recommend this company to anyone, it doesn't deserve your custom.","{'neg': 0.167, 'neu': 0.778, 'pos': 0.054, 'compound': -0.9648}",-0.9648,Negative
"I have been nothing but disappointing in this company. They are absolutely over priced. I have only owned products from lululemon for a little over a year. I got my first pair of leggings for Christmas of 2019. I had to return them after two weeks because there was a hole in the pocket and the seams were torn. I got another pair about a month later (because of procrastination) with no issues because of their “quality promise.”  However, a little less than a year into wearing the ones I exchanged, there is a needle size hole in the front of my left leg. I was told me they wouldn’t help nor exchange because it did not fit under their “quality promise.”  I absolutely refuse to waste another $100 plus on a pair of cheap leggings and bad customer service. I have a pair of sams club leggings that I’ve owned for over two years with no cosmetic issues that I paid under $20 for. Save your money for better quality. Lululemon","{'neg': 0.127, 'neu': 0.789, 'pos': 0.084, 'compound': -0.7723}",-0.7723,Negative
"Lululemon disregards the fact that UPS didn't attempt delivery at the recipient's home address but instead left it at an UPS access point which is not what i have requested for. Trying to get the customer service team ''educators'' or the resolution team to understand the miss here was the most painful process ever. I was constantly brushed off and was told that if i wasn't willing collect the parcel on my own it will be returned to their warehouse after 7 days and then another 5-7 days to process the refund upon receipt. they didn't want to help with rescheduling delivery, nor replacement delivery nor a refund. all i had was being thrown around between them and ups. will have to contact by bank if need be for the final refund. although i love lululemon's products and have been loyal for many years, i am very disappointed from this experience and will not buy again from them as it clearly shows me that they are irresponsible and do not care about their paying customers.","{'neg': 0.124, 'neu': 0.806, 'pos': 0.07, 'compound': -0.8172}",-0.8172,Negative
Rubbish service don’t bother spending your money with them.,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative
"I placed an online order and after a week or so of no indication the order was in process, I contacted customer service.  They told me to wait another week.  The order never arrived and the tracking info was nonexistent.  I contacted customer service.  They emailed me that the items were now out of stock and I would be refunded for the order.  OMG.  Also, the chat feature through the web site is not functional although it leads you to believe you are in a hold queue.  If not for their amazing leggings, I'd never buy from them again.","{'neg': 0.057, 'neu': 0.943, 'pos': 0.0, 'compound': -0.6757}",-0.6757,Negative
"My order never arrived, it appears as returned to sender because damaged before it arrived at my address. I have been trying to connect with the customer service via phone (waited 50 minutes then call dropped, called again and still wait time is 50 minutes) or chat (waiting time 50 minutes). I am still waiting to communicate with someone.","{'neg': 0.049, 'neu': 0.951, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative
"I received my leggings after 10 business days of waiting which I feel is ridiculous however what was more disappointing was that the security tag was still attached. When I enquired about the options I was told;It will be 15-20 business days to process the leggings and remove the tag, 2-4 business days to re package and then 3-5 business days to return. Nearly two months to receive the leggings I ordered in December through no fault of my own. The customer representative 'yani' was really rude and condescending. I would think twice about using the brand. Great product but awful awful service.","{'neg': 0.16, 'neu': 0.801, 'pos': 0.039, 'compound': -0.907}",-0.907,Negative
"Ordered Into the Drizzle Jacket, arrived a day later than specified (which was ok) but they forgot to take off the security tag.Without knowing this, I used the jacket immediately, and it triggered the security alarm at the store I went to. As you can imagine it was embarrassing & annoying!I’m still trying to contact Lululemon customer service-no success. Do they have such a thing?? It’s unacceptable to get this kind of service for a supposedly upmarket enterprise. Very disappointing.","{'neg': 0.169, 'neu': 0.712, 'pos': 0.12, 'compound': -0.685}",-0.685,Negative
"Terrible customer service, waiting for refund more than a month. Bad qualities!","{'neg': 0.443, 'neu': 0.557, 'pos': 0.0, 'compound': -0.7995}",-0.7995,Negative
"Poor quality, awful customer service. Wore my align leggings less than ten times. A ladder appeared on the bum area with no explanation. Was told it was external force and although I paid £88 for a pair of leggings worn approx 8 times, that are designed for sports and endurance, they won't look into it further and will not send a replacement or refund. DO NOT BUY ANYTHING FROM THEM!","{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.8687}",-0.8687,Negative
"Worst customer service ever , willNever buy again ! Been waiting the best part of a month for my money back and all I get is excuses and wait another 3-10 days . Absolutely shocking , avoid unless you like wasting money !","{'neg': 0.259, 'neu': 0.605, 'pos': 0.135, 'compound': -0.7315}",-0.7315,Negative
"Worst customer service ever.I purchased the Mirror through them and have been unable to get any customer support for this product at all. For the past month, every time I have called their 'support' number I get a prerecorded message telling me they are too busy to take my call, and instead to email them and I would hear back in 3-5 business days. When they finally did respond to my first email (days after I sent the inquiry) they didn't answer my question and instead just offered me basic troubleshooting issues I already tried. No real follow up, no phone call, nothing. I doubt the responder even fully read my original message.This lack of support for such an expensive electronic product is unacceptable, and is the main reason I have chosen to return this product. It's such a shame the Mirror was acquired by this company, it could have been a wonderful addition to my home. Instead it's an overpriced mirror that will not turn on. Can't wait to return this product.","{'neg': 0.092, 'neu': 0.817, 'pos': 0.091, 'compound': -0.2792}",-0.2792,Negative
"Two Things I ordered came to me, one jogger that was supposed to be black was spotted with multi colored balls, the sports bra was worn already and had sweat and deodorant all over it.. I’m still waiting for my return credit, don’t have it and the returned products got there 2 weeks ago!  This store is overpriced for crappy service and clothes!","{'neg': 0.095, 'neu': 0.866, 'pos': 0.039, 'compound': -0.5837}",-0.5837,Negative
Worst customer service. Bought a yoga mat which after a couple uses has huge gashes all over it.  It’s like the material just balls up and dissolves. They will nor let me return it.,"{'neg': 0.108, 'neu': 0.765, 'pos': 0.127, 'compound': -0.0772}",-0.0772,Negative
Worst experience of my life!  Ordered a pair of leggings which have never arrived and tried multiple times to get a hold of customer service.  Crazy long hold times only to be disconnected multiple times.  Live online chat no better with long wait times and kicked out of that as well.  Also kicked off the text chat. When I finally reach someone after 4 hours of holding/waiting they say they have to open an investigation that takes 4 days and they promise I'll have resolution after the 4 days.  It's been over 4 days and no contact from lululemon/customer service.  I'm typing this as I've been on hold again for another 35 minutes so far.  All I want is my money back since I never received the item.  What a joke this process has been.  They should refund my money and still send the leggings for all the hassle I've been caused.  They can take your money and order...it just may not arrive and you may have a hard time getting a refund/cancellation.  Beyond frustrating.,"{'neg': 0.087, 'neu': 0.845, 'pos': 0.068, 'compound': -0.6518}",-0.6518,Negative
"As a longtime Lululemon devotee of nearly 15 years, it’s sad how much their customer service has declined this past year, even for a Sweat Collective member like myself. It started with my Sweat Collective account being removed from the Holiday mailing list with no explanation or attempts to contact me and even refusing to tell me why I was removed in the first place.Then I received a $200 gift certificate this Christmas that I am unable to use via their online portal, as there seems to be either a glitch with my account or the payment portal service they are using. I’ve spoken to 5 different Lululemon employees, using their online chat service, texting and Instagram, with no resolution, and even several outright refusals to cancel and refund the gift certificate to the purchaser, as I cannot use it. I’m currently in a location with no brick and mortar stores and the online portal option isn’t working, and Lululemon is refusing to issue a refund. Now we have to jump through more hoops and contact the issuing bank to get a refund, a chargeback for non-delivery of products/services not rendered.I guess it’s time to join Lolë’s community instead.","{'neg': 0.083, 'neu': 0.84, 'pos': 0.077, 'compound': -0.0772}",-0.0772,Negative
"Terrible customer service for online orders. I received someone else's order today. I tried livechat plus called customer services twice and it is still not resolved. They refuse to send me my order (having taken full payment) in time for Christmas (given these are Christmas presents). They are saying it would be a ""free order"" to send me my correct items before they process all the details of the incorrect order I received!! Inconveniencing me a lot by requiring me to waste time providing information about the incorrect order they sent because they didn't even include a packing slip or invoice in the parcel. When I asked to speak to a manager, I was told a manager will contact me in 24-48 hours. So I won't get my items in time for Christmas and they refuse to provide a refund as well. All they can do is have a manager call me when they can... what a pity they have such awful customer service when their products are good quality!","{'neg': 0.079, 'neu': 0.851, 'pos': 0.07, 'compound': -0.3438}",-0.3438,Negative
I have many pairs of Lululemon leggings but lately they hAve not been lasting.  I have 3 pairs that I bought last 6 months.  2 have holes and 3rd one is pulling so badly that you see white under the blue color.  I contacted customer service and they would not do anything.  Very disappointed for $100 leggings. I thought Lululemon would warranty their product.,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.9017}",-0.9017,Negative
"Incorrect items arrived, wrong size & style to what I ordered. No return sales slip in the package.  My email has been ignored and I am down E130.I feel cheated & robbed by this company. Appalling service.","{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.9081}",-0.9081,Negative
"Appalling customer service. Returned the item and weeks later still waiting for a refund. Called customer services, or educators as they like to be known. They are not helpful and at times just rude! Keep telling me that they have processed my refund and I keep showing them evidence that they have not!","{'neg': 0.145, 'neu': 0.812, 'pos': 0.043, 'compound': -0.711}",-0.711,Negative
"3 orders at separate times, issues with every order, wrong sizing, order cancelled because out of stock after confirmation... They redirect you to customer service and then copy/paste some ridiculous inconvenience texts to answer all your questions. No rectification whatsoever!! My god... Such expensive products and suuuuch terrible customer service.","{'neg': 0.271, 'neu': 0.729, 'pos': 0.0, 'compound': -0.9323}",-0.9323,Negative
"The service they offer is simply not up to scratch for a brand that charges such high prices. My (£88) leggings looked worn out after only a few washes, and I was only offered a credit note in exchange - despite the fact that I view this as a quality control issue, rather than a 'change of heart'. In the end their customer service team simply ignored my concerns, which was very frustrating. In addition, the returns process is lengthy and arduous - you have to submit numerous specific photos and describe the issue is a very particular format, then the return takes an abnormally long time to process, despite using UPS as a courier service. Just way too much like hard work for what is, essentially, an average quality, extremely expensive product. Comfy leggings and great brand, but just not worth it.","{'neg': 0.073, 'neu': 0.884, 'pos': 0.044, 'compound': -0.2489}",-0.2489,Negative
2 months of owning a pair of lululemon align tights and they are piling and destroyed already.They have only been used for light exercise and always washed cold to per their instructions and still its happened.Do NOT buy. Not worth the money!!Terrible response from customer service basically blaming me.,"{'neg': 0.133, 'neu': 0.838, 'pos': 0.028, 'compound': -0.7573}",-0.7573,Negative
"Worst customer service I have ever received. Sent back two pairs of leggings totalling £176, received an e-gift card 4 weeks later for £54. A complete joke. Won't shop with them again","{'neg': 0.123, 'neu': 0.811, 'pos': 0.066, 'compound': -0.4404}",-0.4404,Negative
Very disappointing customer service for a loyal customer of this brand for numerous years . I advised of poor quality of tank top worn once and they continuously reiterated that I was not entitled to a refund or exchange and never acknowledge the poor quality of the product,"{'neg': 0.251, 'neu': 0.659, 'pos': 0.09, 'compound': -0.8319}",-0.8319,Negative
Awful customer service and awful return route. I dont have a printer and only one store provides the correct pre paid service in my area for returns. Im now out of pocket of 75 pound because i cant get the package back. Also a very long lead time for money to arrive back into your account. I have asked for a phone call multiple times and am still waiting. Ping ponging emails from multiple contacts repeating themselves. Disgusting greedy organisation.Tried phoning them and they put you on hold and then hang up??? Whats that about? Poor,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.9409}",-0.9409,Negative
"I purchased visor from the Lululemon on July 19th and returned July 24th. The return processing was too delay so I had to contact the lululemon customer service several times but it was useless info from the customer service. On August 24th, about a month later, I checked USPS tracking again and it was delivered on August 11th but they didn't refund my money yet. So I contacted the customer service AGAIN and requested my money back and they told me that I have to wait again for 3-5 days due to refund processing.  Unbelievable! They already received a returned item about 13 days ago but they didn't even know until the customer contact them! I have ever, never had this kind of experience with any companies in my life.","{'neg': 0.047, 'neu': 0.936, 'pos': 0.017, 'compound': -0.5767}",-0.5767,Negative
"I love their products but customer service doesn't live up to the same quality standards.  Orders take a considerably long time to arrive - other companies seem to be managing quick turnaround despite COVID.  A lack of investment in infrastructure or unwilling to fund a good delivery service, or both? Latest experience - order cancelled, no explanation, days after an email confirming my order being placed.  It's from their new line, it was available at the time.  I might still not have been happy but an explanation would have been politic.  Bad Lululemon!","{'neg': 0.14, 'neu': 0.773, 'pos': 0.087, 'compound': -0.754}",-0.754,Negative
"I ordered a jacket from them and Fedex says it was delivered and we received the e-mail confirming this. However, Fedex never rang and just left in the building lobby. Anyone could have just picked it up ! And when I called they said it would be 15 to 20 days to investigate !! Unacceptable, this is a present I received for my 50th birthday, well rather did NOT receive. Customer service was no help at all. Fedex has better service that Lululemon because I called them on Thursday and they called me back the next day saying their investigation was complete and the package was lost or stolen. Still with 15 to 20 days back at Lululemon even when I told them the investigation was complete with Fedex. Worst experience ever !","{'neg': 0.114, 'neu': 0.823, 'pos': 0.063, 'compound': -0.8469}",-0.8469,Negative
"Complete jokers! I placed an order on 2nd of June, still waiting to receive the products. In the meantime a catalogue of errors and terrible customer service: first parcel was not delivered, then they took 20(!!) days to investigate, followed by finally agreeing to send me a new parcel by then 2 out of 3 items were out of stock. Every step of the way had to be chased by me a number of times. The final straw was them initially offering me a gift card Instead of a refund for items no longer available. Stay away!","{'neg': 0.09, 'neu': 0.843, 'pos': 0.067, 'compound': -0.5053}",-0.5053,Negative
Long delays in issuing RefundsI purchase items from the online. They send send to separate but I didn’t get the part of the item I called customer service they re claimed to the item also they said you have to wait 15-20 days. Lululemon customer service is not good enough I don’t want to buy again.,"{'neg': 0.056, 'neu': 0.918, 'pos': 0.026, 'compound': -0.3937}",-0.3937,Negative
"Wow, turned out i'm not the only one with bad experience today.  I have a defective pair of pants that split in the middle of the thigh in front, right along the yarn line that connects 2 different color yarn, yet they claimed it's an old item therefore it's not covered for repair nor replacement!  How sad.  The quality doesn't match the price and they are careless about customer service.  Never again.","{'neg': 0.116, 'neu': 0.805, 'pos': 0.08, 'compound': -0.4287}",-0.4287,Negative
"DO NOT ORDER ONLINE from Lululemon UK. Lululemon use UPS to deliver their items, UPS never attempt delivery to address and instead delivered to an ""access point"" 3.5 hours walk one-way from my house! Getting someone at Lululemon to understand this error has been exhausting, and now who knows when I will get a refund. Lululemon recommended that I just order the items AGAIN and pay again!! Even though I have not received a refund. Terrible customer service. Avoid.","{'neg': 0.123, 'neu': 0.825, 'pos': 0.053, 'compound': -0.6953}",-0.6953,Negative
"product quality has deteriorated and the customer service is deplorable. Lucy on chat, was super rude. They don't seem to have any reviews on FB or Google, guessing that is because they will be so bad.","{'neg': 0.169, 'neu': 0.743, 'pos': 0.088, 'compound': -0.5561}",-0.5561,Negative
I would not recommend buying from lululemon online. I returned leggings almost one month ago and am still waiting on my refund. I contacted customer service who advised the leggings were received by them and it takes 28 days to process and then refund could take up to another 10 days. I returned a package to ASOS and received refund into my account within a week. Processing time makes no sense especially as lululemon provide a returns label via UPS. I will never purchase online from this company again. Very disappointing experience,"{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.7784}",-0.7784,Negative
"I ordered some bottoms and when I tracked them to see where they had got to, I phoned Lululemon to ask what was happening.  They said the delivery people did not have my full address?  Though they would try to sort it.  10 days later still no parcel, just tracked the order to see they are being retuned to sender.  I tried to phone their helpline, which is apparently shut.  Very poor service.","{'neg': 0.077, 'neu': 0.923, 'pos': 0.0, 'compound': -0.6801}",-0.6801,Negative
"Horrible quality I bought t shirt on sale for 40$ ,it has pilled after I worn once.I contacted customer service and they asked me filled up the form with pictures and descriptions of what happened .After I submit the form the send me the same email and said  I have to attached more clear pictures and description.Are u kidding to me? U sell horrible quality clothing and don’t care about customers???I am not gonna buy from this brand anymore!","{'neg': 0.125, 'neu': 0.786, 'pos': 0.089, 'compound': -0.6071}",-0.6071,Negative
"I would not even give Lululemon one star! The customer service was appalling (also not sure why I kept being directed to a Canadian call centre who don’t seem to have any communication with UK based orders?? ..but all the same, Angie from Lululemon was awful)! I tried to order an item twice with the latter attempt confirmed as being sent out for delivery, and without any proper explanation, both were cancelled after lengthy waits. Now I have to wait a further 15 days for my money to be returned. Think the whole process should have only taken a couple of weeks max, instead it’s taken 7 weeks and counting..and the end result is I have nothing!! Bitterly disappointing experience and rubbish service throughout!!","{'neg': 0.065, 'neu': 0.894, 'pos': 0.041, 'compound': -0.4371}",-0.4371,Negative
"This is my first time purchasing from this company and will be my last. I wish I had read the reviews first. I purchased a yoga mat on line on the 13th of June . The postage terms were free express shipping. I am still waiting. Customer service was not helpful at all. They claim the item has been sent, however, it is not trackable even though it is meant to be with a courier company. This is coming on to 4 weeks. I requested a refund and have not heard anything back. I was being patient because of the virus and allowed for extra time but to me it just comes across as dodgy. Totally misleading and a very unprofessional.","{'neg': 0.108, 'neu': 0.859, 'pos': 0.033, 'compound': -0.8719}",-0.8719,Negative
"I have had two seriously terrible experiences with Lululemon, and one lukewarm encounter. Both the terrible experiences concerned quality control issues made worst by terrible customer service. (Terrible 1) Spring 2019, I bought two pairs of Slim Commission pants in 30/34. The two pairs were sized inconsistently. Specifically, one pair was 1.5 inches too wide on the waist. The lack of quality control was actually astounding for pants that are nearly $150/pair. However, the lack of quality customer service was way worse. When I immediately brought it to Lululemon's attention, I was told too bad too sad. I could return for store credit and then wait over a week for a new pair to come in, which I ended up forced into doing. I bit my tongue and justified it because I loved the pants that did fit. (Lukewarm 1) Spring 2020, two of my Commission slims (I was now up to three) had gotten the same hole along stitching near the crotch. I have no idea how these expensive pants could deteriorate so quickly, particularly because I am OCD with these pants. I hardly wear / wash, and when I do wash its: alone / cold / delicate / hand dry. Yet it happened. I am categorizing this one as only lukewarm because I got one of the pairs replaced. However, I need to circle up with the other pair, and I was told by a store rep that they wouldn't help me (Michigan Ave Chicago store). Moreover, these pants shouldn't get holes along stitching like that. Its total BS. Shame on LULU.(Terrible 2) Summer 2020, my replacement pair came in the mail (see Lukewarm 1), and I was horrified to discover another sizing inconsistency problem. This pair was much tighter than my existing pairs. In fact, this pair had a waist two inches smaller than my other pairs and an ankle opening a half inch smaller. What the H**** LULULEMON. Again, I went to the store so I could try on other pairs and a couple sizes to understand what was going on. I walked thirty minutes to a store, and I had to wait in the heat for another thirty minutes to be allowed in due to COVID. When I get in they tell me they have NO 30/34 or 31/34 slim pants. Like not none in the color I wanted; straight-up NONE. How is that even possible. I was annoyed. I explained the quality control issue I had, and got horrible customer service. They refused to help and told me to try coming back in a week. This is not how high end brands behave towards customers. Lululemon get it together.","{'neg': 0.134, 'neu': 0.815, 'pos': 0.052, 'compound': -0.988}",-0.988,Negative
Just received an in line order which is 2 items short both of these items were imminent birthday gifts.E mail sent with generic response & 4 x 15 minute calls to customer service with no response.Very disappointed as I spend a small fortune with lululemon,"{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.6486}",-0.6486,Negative
"3 orders made = 1 pair of faulty leggings, one of the orders had an order form of someone else in the package which had all their personal details in (email address, home address, number), and it’s now been over 5 weeks since I returned the items and I still haven’t had a refund and I’m struggling to pay my credit card bill with the unexpected absence of this money for such a long period of time. I have spent so much time back and forth trying to sort this out with them, it is more hassle than it’s worth. A senior within their operations department needs to lift the bonnet on the absolute shambles of their online order and return process, it’s just magnifying how bad their customer services team is a as well, which is now resulting in people complaining on their popular Instagram accounts, all you need to do is look at a photo they post and watch the long list of comments that come in with similar problems. I hope they sort all this out because when not faulty their stuff is good quality!","{'neg': 0.088, 'neu': 0.834, 'pos': 0.078, 'compound': -0.2244}",-0.2244,Negative
This disgusting company used to stick by their customers. Now the greed is overflowing. I have been a customer since 2012 but will be no longer. I had previously exchanged multiple pants under their quality guarantee with no issues. Now I have a pair that the cheap pockets literally ripped because they are only attached by a cheap sticky seal (not sewn in) and are unusable. They are refusing to help or exchange despite many photos showing this is really the case. To see a company that had excellent service become  greedy capitalist trash when they make millions a year is pathetic. These pants are less than 3 years old and now cannot be worn. Buy leggings elsewhere this is PATHETIC.,"{'neg': 0.194, 'neu': 0.71, 'pos': 0.095, 'compound': -0.9315}",-0.9315,Negative
"I just wanted to update on my previous review. Surprisingly I got a response from the GEC & they refunded me on the jacket that was faulty with a tear which I received & they also did do as they said & sent me a €20 gift voucher for the hassle and inconvenience caused. As with all the other negative experience with Lululemon, mine is no different. I received crop leggings beginning of June 2020, no returns label provided with the order, the gec.emea@lululemon is useless ... days waiting for a response & they still haven’t sent a returns label. Additional order placed since & puffy sleeveless jacket arrives with a tear in it..... they are the worst and most frustrating company as their customer service is appalling. Will absolutely not be spending my money with them in the future","{'neg': 0.176, 'neu': 0.788, 'pos': 0.035, 'compound': -0.9606}",-0.9606,Negative
"So much to say here(none of it positive)Firstly, I purchased a pair of leggings for a ridiculously high price and within the first day of wearing them I noticed a hole.I have asked severel times for a refund..and nothing.Secondly, I sent an item back with they recieved nearly a month ago and I am yet to receive a refund.I have asked daily via insta messenger and they just say they will pass it to the uk team..this never happens.Thirdly, they offered me gift card in compensation for the appalling service  I have encountered and said this would be emailed to me within days....it never shows up ( this was weeks ago)So to summarise, the products are poor over priced quality, the staff lie and you will will wait forever if indefinitely for a refund.","{'neg': 0.063, 'neu': 0.915, 'pos': 0.023, 'compound': -0.6249}",-0.6249,Negative
Be aware I send back a pair of mens shorts wrong size . Send them back useing a return label from Lululemon them . Never received a receipt of return never received my new shortsNever received a refundThey do not pick up the phone still closed for customer service. I feel I have been ripped off.,"{'neg': 0.063, 'neu': 0.937, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
"Horrible customer service online! I recently ordered online and had to return few items that did not fit. According to USPS tracking, they received the package on 5/21, however, even today 6/22, I have yet to receive a refund from them! I tried to call them, had to wait for more than 1 hour, was told that from the time the item make to the warehouse, it still take them 20-30 days to process the return....Avoid return online at all cost! I   have never encountered such terrible service!!!!!","{'neg': 0.077, 'neu': 0.894, 'pos': 0.029, 'compound': -0.6398}",-0.6398,Negative
"Terrible products and customer service. I bought some men's ABC pants 3 months ago, 4 pairs to be exact, but they now all have holes in them. Online customer service does not respond to emails, except with a generic template. and it takes 10 days to get 1 email back. I paid $128 each for these pants and I expected them to last longer than 3 months.","{'neg': 0.034, 'neu': 0.966, 'pos': 0.0, 'compound': -0.2617}",-0.2617,Negative
Would give no stars if I could. Ordered two items second of June - one item was cancelled other was supposedly shipped on 11 June but the ups tracking link shows it never left the Netherlands - lululemon have taken the 98€ for the leggings but I haven’t received the item. The website directed me to a query form for customer service who replies to say I queried with the wrong lululemon entity. This was the query form that their own EU website sent me to. I then resent the query to another email who replied to tell me (despite having given my order number and email) that they needed my full name (my name was on the email query) and address before they could look into it. I replied over a week ago with this info and have had no reply. Just not good enough in circumstances where they have charged me for the item that I don’t have and will now have to try get a refund - how that’s possible when no one replies I do not know. Will be going through my bank if needs be.,"{'neg': 0.107, 'neu': 0.886, 'pos': 0.008, 'compound': -0.9498}",-0.9498,Negative
Horrible Service!! Returned online item. They acknowledged item was received at their warehouse on May 18. They told me refund (due to covid) would take 15-20 business days. I’m now at up to 23 business days. Asked for an update. No response. Is this even legal? They are holding my refund and have their product. Will NEVER EVER give them business again online or in person!,"{'neg': 0.093, 'neu': 0.886, 'pos': 0.021, 'compound': -0.7249}",-0.7249,Negative
